Lista,LP, ,Greedy, ,Greedy M2, ,Greedy M3, ,Greedy M4, ,Greedy M5, ,DTC 05, ,DTC 10, ,DTC 20, ,DTC 40, ,AG 5, ,AG 10, ,AG 20, ,AG 40, ,AG 80, ,AG 160, ,AG 320, 
 ,Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s)
random0-100.txt,"2153,16","19,574","2159,21","0,265","2153,16","0,65","2153,16","1,028","2153,16","1,373","2153,16","1,907","2168,15","1,955","2166,0","3,868","2164,54","3,247","2157,2","9,187","2409,61","5,195","2400,27","10,236","2446,92","20,274","2466,7","40,331","2494,84","80,376","2434,35","160,469","2528,24","320,488"
random10-100.txt,"629,14","62,972","647,95","0,254","636,84","1,495","636,84","3,228","636,84","3,684","632,53","10,962","640,53","2,712","640,53","4,391","646,9","3,102","640,72","13,642","987,44","5,163","962,39","10,184","999,97","20,368","938,85","40,406","929,55","80,459","1098,81","160,431","1196,27","320,447"
random1-100.txt,"292,44","45,635","301,48","0,114","301,48","0,411","298,93","1,812","298,93","4,986","292,44","2,965","317,93","3,785","292,44","4,204","301,48","3,785","301,48","21,669","650,24","5,191","686,68","10,246","667,86","20,376","623,73","40,415","821,63","80,981","698,71","160,396","917,24","320,493"
random11-100.txt,"574,98","116,287","594,2","0,197","584,78","1,263","578,88","3,164","578,88","4,739","578,88","7,561","595,92","2,531","583,42","4,979","595,07","4,181","584,17","16,688","907,22","5,234","840,48","10,215","856,4","20,289","956,34","40,354","869,24","80,448","887,13","160,437","844,93","320,428"
random12-100.txt,"478,59","99,977","493,67","0,208","486,47","0,889","485,7","3,343","481,61","5,976","481,61","7,377","481,04","4,548","489,2","9,731","498,67","7,951","486,61","8,255","705,61","5,191","826,15","10,229","825,5","20,304","836,4","40,348","831,8","80,356","928,18","160,445","985,28","320,631"
random13-100.txt,"509,35","93,735","525,47","0,163","525,47","0,595","515,4","1,731","515,4","3,904","515,4","14,154","518,93","2,38","533,4","5,646","530,78","8,281","524,05","13,751","710,4","5,171","810,05","10,226","880,55","20,301","860,42","40,383","996,51","80,375","976,14","160,38","1074,43","320,468"
random14-100.txt,"620,91","144,158","630,2","0,208","626,36","0,829","624,57","2,471","620,91","2,569","620,91","4,871","626,11","2,86","626,36","5,241","639,8","4,915","642,06","16,676","900,72","5,163","961,49","10,215","920,19","20,442","871,8","40,367","1045,43","80,393","1082,85","160,473","1180,06","320,526"
random15-100.txt,"1008,99","154,845","1027,11","0,322","1013,29","2,69","1013,29","3,603","1010,86","8,414","1010,86","8,712","1034,88","5,366","1043,08","6,403","1030,62","4,894","1015,25","12,291","1308,0","5,197","1304,16","10,596","1287,31","20,767","1409,08","40,366","1400,63","80,463","1375,25","160,555","1566,57","320,426"
random16-100.txt,"716,36","134,922","720,3","0,216","716,36","0,688","716,36","1,671","716,36","4,314","716,36","3,467","723,76","1,707","727,29","6,16","720,3","8,617","727,21","10,45","947,88","5,175","1007,96","10,345","948,83","20,319","922,17","40,337","1026,55","80,411","962,73","160,559","1076,96","320,782"
random17-100.txt,"932,53","59,52","952,92","0,267","950,13","1,813","933,41","1,279","933,41","2,259","933,41","5,904","946,61","3,419","957,33","5,132","933,41","4,375","932,53","20,072","1246,9","5,232","1225,64","10,475","1242,0","20,283","1255,44","40,422","1309,78","80,663","1362,69","160,457","1419,75","320,413"
