Lista,LP, ,Greedy, ,Greedy M2, ,Greedy M3, ,Greedy M4, ,Greedy M5, ,DTC 05, ,DTC 10, ,DTC 20, ,DTC 40, ,AG 5, ,AG 10, ,AG 20, ,AG 40, ,AG 80, ,AG 160, ,AG 320, 
 ,Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s)
random0-800.txt,"7311,61","1441,514","7340,14","14,568","7312,24","57,14","7312,24","228,221","7312,24","720,99","7312,24","1317,662","7354,66","57,422","7334,16","20,459","7353,08","29,285","7341,59","50,319","7716,17","5,979","7735,21","11,048","7802,82","21,322","7976,12","41,522","7791,72","81,834","8026,96","162,226","8252,08","322,543"
random10-800.txt,"11706,16","2239,899","11718,87","16,367","11706,16","136,876","11706,16","572,983","11706,16","1487,147","11706,16","4004,938","11740,63","162,051","11760,56","23,937","11740,5","139,569","11734,76","79,94","12300,98","5,992","12124,79","11,12","12091,8","21,369","12204,98","41,512","12274,06","81,675","12160,61","162,139","12166,27","322,157"
random11-800.txt,"7317,06","1641,838","7345,59","13,545","7317,69","63,074","7317,69","159,557","7317,69","482,568","7317,69","1230,448","7360,11","66,505","7339,61","17,383","7358,78","24,316","7347,29","46,326","7937,38","5,965","7824,62","11,035","7830,43","21,255","7868,39","41,409","7987,93","81,902","8036,86","162,195","8283,19","322,239"
random12-800.txt,"9030,21","149,745","9041,62","19,539","9030,21","48,345","9030,21","66,074","9030,21","87,033","9030,21","100,511","9104,75","37,116","9079,85","21,151","9059,23","19,258","9089,55","41,892","9469,65","5,932","9562,21","10,943","9578,54","21,362","9556,64","41,501","9603,23","81,783","9629,86","161,884","9639,27","322,149"
random13-800.txt,"6571,94","160,637","6593,6","16,355","6584,13","63,325","6574,75","66,975","6571,94","78,007","6571,94","117,583","6604,83","30,6","6622,76","27,091","6635,55","88,597","6609,88","54,342","7056,84","5,89","7043,58","11,064","7194,31","21,235","7275,64","41,584","7406,81","81,686","7324,32","162,123","7427,71","322,163"
random14-800.txt,"9208,47","30330,951","9231,37","14,135","9209,62","129,302","9208,47","1840,773","9208,47","5270,78","9208,47","3829,073","9255,3","482,919","9236,45","194,005","9226,0","64,215","9230,24","52,498","9746,22","5,891","9625,75","10,979","9866,94","21,351","9744,02","41,557","9744,28","81,523","9943,63","161,994","9947,9","322,436"
random15-800.txt,"4903,86","448,025","4944,7","16,998","4903,86","37,253","4903,86","61,475","4903,86","94,735","4903,86","195,305","4932,08","26,76","4924,25","26,482","4943,96","19,687","4924,25","35,514","5459,91","5,842","5504,44","10,928","5517,13","21,182","5525,53","41,403","5616,79","81,828","5686,73","162,006","5829,99","322,4"
random16-800.txt,"5347,09","1145,756","5354,59","13,161","5347,09","81,039","5347,09","147,391","5347,09","350,008","5347,09","1703,636","5372,79","127,936","5377,2","78,375","5385,81","19,64","5370,22","64,974","5719,4","5,898","5805,32","11,072","5865,57","21,148","5885,2","41,392","5918,02","81,774","5920,77","161,817","5995,37","321,864"
random17-800.txt,"6598,6","765,061","6628,36","16,321","6620,44","49,747","6600,61","410,56","6598,6","484,869","6598,6","1011,943","6633,97","41,133","6624,08","60,964","6638,98","19,383","6614,67","80,253","7093,77","5,964","7066,46","11,072","7124,38","21,219","7111,41","41,564","7313,36","81,843","7371,92","162,01","7555,99","322,312"
random1-800.txt,"13932,45","1429,45","13979,62","22,92","13932,45","67,857","13932,45","109,773","13932,45","462,89","13932,45","913,632","13938,2","112,29","13985,69","57,017","13952,42","19,311","13981,6","31,589","14483,24","5,986","14591,45","11,008","14426,3","21,174","14472,02","41,469","14576,54","81,723","14642,54","162,126","14638,75","322,19"
random18-800.txt,"9115,08","391,264","9146,57","14,937","9119,98","61,289","9119,98","133,058","9115,08","214,399","9115,08","270,499","9128,98","32,836","9121,13","23,198","9115,08","22,819","9115,08","39,536","9482,22","6,044","9846,85","10,978","9750,86","21,347","9843,76","41,502","9719,25","81,937","9682,53","161,989","9828,48","322,439"
random19-800.txt,"5906,22","1747,866","5910,94","16,354","5906,22","65,814","5906,22","265,763","5906,22","1083,644","5906,22","1473,323","5934,54","21,635","5964,31","157,681","5924,8","25,744","5955,68","28,521","6336,67","5,997","6378,13","11,068","6453,78","21,206","6534,52","41,535","6498,11","81,726","6752,86","161,881","6693,6","322,124"
random20-800.txt,"6882,98","741,599","6898,69","17,429","6890,37","58,881","6882,98","105,366","6882,98","1025,148","6882,98","1142,257","6912,47","202,92","6934,13","84,699","6935,23","62,697","6904,86","67,601","7401,36","6,045","7392,02","11,108","7451,89","21,237","7591,38","41,422","7537,05","81,861","7537,19","161,872","7432,73","322,187"
random21-800.txt,"9964,43","2395,181","10011,94","14,671","9967,39","73,282","9964,43","518,985","9964,43","777,186","9964,43","1112,617","9987,75","34,328","9994,05","99,314","9971,69","22,946","9997,42","57,261","10468,04","5,896","10458,88","10,931","10541,4","21,326","10651,39","41,488","10660,74","81,841","10668,6","162,054","10641,46","322,27"
random22-800.txt,"9891,31","3583,186","9906,81","16,515","9897,79","130,177","9891,31","376,763","9891,31","1096,253","9891,31","2467,369","9908,1","64,946","9907,19","193,373","9907,19","123,584","9906,18","65,672","10483,19","5,915","10587,69","10,914","10512,81","21,197","10645,05","41,507","10605,43","81,869","10586,92","161,974","10603,06","322,113"
random23-800.txt,"6322,34","856,911","6339,01","11,97","6323,73","34,613","6323,32","57,557","6322,34","376,019","6322,34","397,684","6359,94","47,369","6352,18","18,563","6358,63","17,596","6359,23","34,863","6944,59","5,884","6887,16","11,059","6955,57","21,194","6833,45","41,54","6986,45","81,795","7012,69","161,971","6974,69","322,131"
random24-800.txt,"10604,8","235,0","10616,81","14,677","10604,8","42,95","10604,8","56,949","10604,8","145,631","10604,8","116,711","10633,28","16,256","10624,66","23,506","10666,77","18,291","10656,3","34,565","11143,25","5,919","11058,5","10,94","11242,9","21,338","11090,41","41,454","11091,89","81,616","11155,71","161,908","11072,92","322,316"
random25-800.txt,"15647,87","474,713","15656,47","16,222","15647,87","59,326","15647,87","106,318","15647,87","181,431","15647,87","414,842","15683,88","19,155","15683,42","86,213","15693,54","23,038","15704,04","26,505","15923,1","5,945","16203,73","11,075","16121,22","21,246","16365,01","41,389","16236,26","81,679","16386,16","162,124","16394,87","322,327"
random26-800.txt,"6518,96","1546,692","6527,21","16,469","6518,96","74,476","6518,96","262,211","6518,96","302,35","6518,96","1142,44","6551,93","64,558","6539,24","31,213","6537,99","20,549","6565,5","32,214","6981,71","6,058","7129,54","10,92","7085,02","21,196","7165,79","41,558","7191,67","81,657","7400,97","161,938","7354,8","322,209"
random27-800.txt,"7402,5","2997,747","7426,07","15,965","7402,5","68,337","7402,5","239,33","7402,5","1189,897","7402,5","1581,986","7450,14","153,844","7458,41","56,182","7420,43","25,821","7433,43","44,668","7998,19","6,02","8013,81","10,975","7931,89","21,3","8016,4","41,367","8090,96","81,649","8187,03","162,148","8157,87","322,03"
random2-800.txt,"16441,84","270,34","16464,06","17,023","16447,06","48,654","16441,84","110,4","16441,84","225,027","16441,84","289,323","16500,98","35,221","16476,8","20,906","16465,88","27,732","16473,55","31,803","16929,83","6,043","16886,94","10,97","16936,23","21,214","16938,51","41,49","17002,26","81,688","16985,23","162,042","16976,47","322,006"
random28-800.txt,"6826,47","645,524","6849,09","13,378","6826,47","53,95","6826,47","73,9","6826,47","131,362","6826,47","263,937","6855,92","22,935","6843,99","20,73","6844,13","15,726","6855,0","27,863","7405,52","5,872","7292,87","10,951","7338,84","21,232","7458,94","41,574","7371,41","81,686","7294,81","161,895","7444,55","322,156"
random29-800.txt,"8076,22","1556,645","8080,24","11,483","8076,22","75,391","8076,22","144,865","8076,22","297,964","8076,22","836,387","8118,47","49,2","8099,04","79,521","8105,2","19,354","8120,13","36,562","8568,82","5,828","8535,48","11,05","8504,95","21,293","8558,47","41,332","8612,22","81,823","8642,27","162,0","8786,59","322,042"
random30-800.txt,"6487,77","933,043","6506,2","15,341","6491,71","42,355","6487,77","190,473","6487,77","664,973","6487,77","691,646","6515,55","98,07","6493,42","27,008","6497,99","22,97","6504,72","26,015","6872,96","5,961","6963,25","10,995","7003,29","21,332","7092,88","41,477","7017,23","81,869","7081,9","162,013","7171,01","322,335"
random31-800.txt,"3677,05","1380,945","3704,34","10,291","3677,05","69,213","3677,05","208,555","3677,05","338,215","3677,05","420,735","3693,03","112,497","3683,97","75,826","3712,32","30,731","3735,36","35,783","4156,27","5,975","4209,82","11,067","3995,18","21,175","4290,73","41,574","4299,9","81,588","4159,0","161,928","4259,09","322,119"
random32-800.txt,"11252,96","4517,826","11283,38","13,491","11253,18","43,589","11252,96","280,345","11252,96","1259,647","11252,96","1374,217","11259,18","101,017","11279,91","18,488","11268,78","23,151","11278,7","25,772","11768,05","5,844","11712,68","11,001","11990,07","21,2","11865,47","41,436","11869,61","81,747","11826,89","162,147","11878,01","322,307"
random33-800.txt,"7925,47","288,906","7940,77","20,746","7940,42","54,295","7929,88","86,935","7929,88","124,123","7925,47","233,736","7957,65","16,423","7946,7","16,152","7980,43","16,325","7940,64","22,782","8609,58","5,827","8503,54","11,056","8506,75","21,203","8443,02","41,729","8620,3","81,784","8507,47","162,217","8799,82","322,309"
random34-800.txt,"6800,05","3760,09","6825,06","21,36","6814,06","87,069","6800,86","131,011","6800,05","695,93","6800,05","1426,426","6826,61","25,112","6830,51","24,628","6830,62","22,392","6819,14","21,865","7409,87","5,971","7200,18","10,998","7341,07","21,276","7378,12","41,365","7297,07","81,633","7333,89","161,84","7411,61","322,186"
random35-800.txt,"7537,25","876,833","7565,81","14,489","7542,01","66,334","7540,67","288,497","7537,25","306,029","7537,25","573,895","7593,64","66,297","7581,47","80,321","7560,42","50,198","7557,18","28,898","8099,07","5,916","8036,02","11,119","8087,92","21,315","8036,71","41,332","8172,21","81,889","8163,75","161,845","8198,89","322,334"
random36-800.txt,"20661,03","2421,555","20679,98","14,316","20663,49","85,437","20661,03","187,806","20661,03","1271,227","20661,03","1092,108","20707,67","22,222","20687,22","174,918","20675,65","20,364","20690,66","26,854","20970,89","5,989","20995,86","11,05","21042,88","21,259","21207,37","41,494","21230,1","81,973","21386,7","162,191","21241,86","322,408"
random37-800.txt,"15335,07","256,872","15342,83","18,524","15337,21","79,0","15335,07","110,54","15335,07","170,834","15335,07","308,614","15373,56","20,277","15351,5","23,543","15383,82","19,798","15344,08","42,716","15906,9","5,971","15802,13","11,097","15878,51","21,266","16021,67","41,562","16032,22","82,012","16107,48","162,185","16171,94","322,364"
random3-800.txt,"15173,8","348,845","15206,22","21,879","15175,09","98,123","15173,8","153,057","15173,8","156,53","15173,8","366,641","15225,4","72,919","15180,66","24,97","15187,92","17,215","15176,89","28,885","15742,55","5,895","15708,2","10,99","15746,94","21,202","15755,43","41,341","15603,69","81,636","15848,42","161,744","15917,78","322,128"
random38-800.txt,"9056,64","1950,32","9064,62","10,948","9056,64","38,318","9056,64","159,959","9056,64","104,947","9056,64","162,934","9056,64","39,784","9088,64","45,857","9076,6","53,012","9093,12","34,535","9640,99","6,022","9622,54","10,949","9682,66","21,344","9593,2","41,531","9580,32","81,766","9683,32","162,037","9762,65","322,122"
random39-800.txt,"11165,03","4045,261","11184,73","17,692","11168,54","106,078","11165,03","571,55","11165,03","1290,654","11165,03","1485,914","11171,05","28,52","11178,96","80,507","11186,34","87,183","11179,05","36,132","11704,35","6,008","11815,73","11,001","11844,99","21,238","11895,51","41,69","11902,46","81,608","11837,88","161,92","11877,24","322,302"
